model,perturbation method,source split,example_id,label,hypothesis,original premise,perturbed premise
mlp,pp,mismatched,10523,0,Toys that are less realistic are often used by kids at roughly age 2.,"Around age 2, children begin to pretend with less realistic toys, such as a block for a telephone.","Around age in this case 2, children begin to pretend with less realistic toys, such as a block for a telephone."
mlp,pp,mismatched,10542,1,What type of stories do you want to hear?,What kind of stories?,What kind on that occasion of stories?
mlp,pp,mismatched,10580,1,Private practice dental hygiene is more rewarding than in community settings.,"Dental hygiene is proving to be an exciting and rewarding career, both in private practice and community settings.","Dental hygiene in the scenario is proving to be an exciting and rewarding career, both in private practice and community settings."
mlp,pp,mismatched,10641,0,A person wrote some shit on the wall.,"But the power of words is such that I contend their impact is totally lost if not treated  somehow, there is a difference between  Someone had written shit on the wall  and  Some asshole had written shit on the wall : the writer of the former has more credibility; the writer of the latter was, very likely, the very asshole who had written shit on the wall.","But the power which we are talking about of words is such that I contend their impact is totally lost if not treated  somehow, there is a difference between  Someone had written shit on the wall  and  Some asshole had written shit on the wall : the writer of the former has more credibility; the writer of the latter was, very likely, the very asshole who had written shit on the wall."
mlp,pp,mismatched,10683,0,Join us to watch the happy endings.,Please join with us to see that happy endings do continue.,Please join with us in question to see that happy endings do continue.
mlp,pp,mismatched,10707,0,Using similar product data is commonly used as a forecast method.,"A common approach is to forecast  by analogy, using data for similar products that have been on the market previously.","A common approach in the scenario is to forecast  by analogy, using data for similar products that have been on the market previously."
mlp,pp,mismatched,11288,0,He's grounded?," Oh, he's down?","Oh, hein the scenario 's down?"
mlp,pp,mismatched,12448,0,That thing cannot damage you., It can't hurt you.,It which we are talking about can't hurt you.
mlp,pp,mismatched,12704,0,The second call was ended.,"At that point, the second call was cut off.","At that pointin this case , the second call was cut off."
mlp,pp,mismatched,12916,0,"However, I will not remove the cutting tools.",But I'm never going to take the knives out.,But Iat that moment 'm never going to take the knives out.
mlp,pp,mismatched,13046,1,Hani Hanji was assigned to seat 1b most of the year.,"Hani Hanjour, assigned to seat 1B (first class), soon followed.","Hani Hanjourat that instance , assigned to seat 1B (first class), soon followed."
mlp,pp,mismatched,13770,2,"You should feel at liberty to move around as you like,","If you try to make any moves, you'll endanger yourself and the airplane.","If you which we are talking about try to make any moves, you'll endanger yourself and the airplane."
mlp,pp,mismatched,13913,0,It is a thing that just happened.,"It's just one of those things, you know that happened.","Itwhich we are talking about 's just one of those things, you know that happened."
mlp,pp,mismatched,14310,0,The employee of Goodwill encouraged the welfare recipients with positive words about employment.,"A Goodwill staff member addresses a group of welfare  You can earn the money to support yourself and your family, she says. ","A Goodwill staff member on that occasion addresses a group of welfare  You can earn the money to support yourself and your family, she says."
mlp,pp,mismatched,14452,0,Bin Ladin's agenda stood out among those people.,"And in this network, Bin Ladin's agenda stood out.","And in this networkat that point , Bin Ladin's agenda stood out."
mlp,pp,mismatched,14808,1,The airplane could be the third or fourth.,This could be a third aircraft.,This at that moment could be a third aircraft.
rnn,adjrel,matched,478,2,This program aims to destroy all farms. ,"According to the Natural Resources Conservation Service, this single, voluntary program will provide flexible technical, financial, and educational assistance to farmers and ranchers who face serious threats to soil, water, and related natural resources on agricultural and other lands, including grazing lands, wetlands, forest lands, and wildlife habitats.","According to the Natural Resources Conservation Service, this , program, which is single and voluntary, will provide technical, financial, and educational assistance, which is flexible, to farmers and ranchers who face threats, which are serious, to soil, water, and resources, which are related and natural, on and other lands, which are agricultural, including lands, which are grazing, wetlands, forest lands, and wildlife habitats."
rnn,adjrel,matched,527,2,The Praya is situated behind the ferry pier.,"The Praya, the promenade in front of the ferry pier, is a good place to observe the many junks and fishing boats in the harbor.","The Praya, the promenade in front of the ferry pier, is a place, which is good, to observe the junks, which are many, and fishing boats in the harbor."
